dream_id,coding_type,init,rec,code,char,raw
norms-f_0028,agg,1FSA,1MUA,3>,,"{'init': '1FSA', 'code': '3>', 'rec': '1MUA'}"
norms-f_0028,fri,D,1FKA,4>,,"{'init': 'D', 'code': '4>', 'rec': '1FKA'}"
norms-f_0028,fri,1FKA,1FKC,4>,,"{'init': '1FKA', 'code': '4>', 'rec': '1FKC'}"
norms-f_0028,fri,D,1MUA,5>,,"{'init': 'D', 'code': '5>', 'rec': '1MUA'}"
norms-f_0028,fri,D,1MUA,4>,,"{'init': 'D', 'code': '4>', 'rec': '1MUA'}"
norms-f_0028,act,2JUA,,L,,"{'init': '2JUA', 'code': 'L'}"
norms-f_0028,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-f_0028,act,1MUA,,M,,"{'init': '1MUA', 'code': 'M'}"
norms-f_0028,act,1MUA,D,V>,,"{'init': '1MUA', 'code': 'V>', 'rec': 'D'}"
norms-f_0028,act,D,1MUA,P>,,"{'init': 'D', 'code': 'P>', 'rec': '1MUA'}"
norms-f_0028,act,D,,S,,"{'init': 'D', 'code': 'S'}"
norms-f_0028,act,D,1MKC,V>,,"{'init': 'D', 'code': 'V>', 'rec': '1MKC'}"
norms-f_0028,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-f_0028,act,D,1FKA,V>,,"{'init': 'D', 'code': 'V>', 'rec': '1FKA'}"
norms-f_0028,act,1FKA,D,VR,,"{'init': '1FKA', 'code': 'VR', 'rec': 'D'}"
norms-f_0028,act,D,1FKA,VR,,"{'init': 'D', 'code': 'VR', 'rec': '1FKA'}"
norms-f_0028,act,1FKA,D,VR,,"{'init': '1FKA', 'code': 'VR', 'rec': 'D'}"
norms-f_0028,set,,,IF,,IF
norms-f_0028,obj,,,AR,,AR
norms-f_0028,obj,,,HH,,HH
norms-f_0028,obj,,,CL,,CL
norms-f_0028,mod,,,S-,,S-
norms-f_0028,mod,,,S-,,S-
norms-f_0028,mod,,,S-,,S-
norms-f_0028,mod,,,A-,,A-
norms-f_0028,mod,,,E-,,E-
norms-f_0029,char,,,1FMA,,1FMA
norms-f_0029,act,D + 1FMA,,L,,"{'init': 'D + 1FMA', 'code': 'L'}"
norms-f_0029,act,D + 1FMA,,S,,"{'init': 'D + 1FMA', 'code': 'S'}"
norms-f_0029,emot,,,AN,D,"{'code': 'AN', 'char': 'D'}"
norms-f_0029,set,,,OG,,OG
norms-f_0029,obj,,,NA,,NA
norms-f_0029,obj,,,NA,,NA
norms-f_0029,obj,,,NA,,NA
norms-f_0029,obj,,,ST,,ST
norms-f_0029,obj,,,RG,,RG
norms-f_0029,obj,,,RG,,RG
norms-f_0029,obj,,,RG,,RG
norms-f_0029,obj,,,RG,,RG
norms-f_0029,mod,,,S-,,S-
norms-f_0029,mod,,,I+,,I+
norms-f_0029,mod,,,S-,,S-
norms-f_0029,mod,,,I+,,I+
norms-f_0030,char,,,1MSA,,1MSA
norms-f_0030,char,,,1FTT,,1FTT
norms-f_0030,char,,,1MFA,,1MFA
norms-f_0030,agg,1MSA,D,4>,,"{'init': '1MSA', 'code': '4>', 'rec': 'D'}"
norms-f_0030,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-f_0030,act,D,,S,,"{'init': 'D', 'code': 'S'}"
norms-f_0030,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-f_0030,act,D,,P,,"{'init': 'D', 'code': 'P'}"
norms-f_0030,act,1MSA,,P,,"{'init': '1MSA', 'code': 'P'}"
norms-f_0030,act,1MSA,,E,,"{'init': '1MSA', 'code': 'E'}"
norms-f_0030,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-f_0030,act,D,1MFA,V>,,"{'init': 'D', 'code': 'V>', 'rec': '1MFA'}"
norms-f_0030,act,1MFA,,P,,"{'init': '1MFA', 'code': 'P'}"
norms-f_0030,act,1MFA,,M,,"{'init': '1MFA', 'code': 'M'}"
norms-f_0030,fail,,,,D,{'char': 'D'}
norms-f_0030,emot,,,AN,D,"{'code': 'AN', 'char': 'D'}"
norms-f_0030,set,,,IF,,IF
norms-f_0030,obj,,,AR,,AR
norms-f_0030,obj,,,AD,,AD
norms-f_0030,obj,,,HH,,HH
norms-f_0030,obj,,,CL,,CL
norms-f_0030,obj,,,AD,,AD
norms-f_0030,obj,,,AR,,AR
norms-f_0030,obj,,,BE,,BE
norms-f_0030,obj,,,AR,,AR
norms-f_0030,obj,,,AR,,AR
norms-f_0031,char,,,1MKA,,1MKA
norms-f_0031,agg,D,1MKA,2=,,"{'init': 'D', 'code': '2=', 'rec': '1MKA'}"
norms-f_0031,sex,D,1MKA,4=,,"{'init': 'D', 'code': '4=', 'rec': '1MKA'}"
norms-f_0031,act,D + 1MKA,,M,,"{'init': 'D + 1MKA', 'code': 'M'}"
norms-f_0031,act,D,1MKA,V>,,"{'init': 'D', 'code': 'V>', 'rec': '1MKA'}"
norms-f_0031,act,D,1MKA,P=,,"{'init': 'D', 'code': 'P=', 'rec': '1MKA'}"
norms-f_0031,set,,,IF,,IF
norms-f_0031,set,,,IF,,IF
norms-f_0031,obj,,,AE,,AE
norms-f_0031,obj,,,AR,,AR
norms-f_0031,obj,,,HH,,HH
norms-f_0032,char,,,1MFA,,1MFA
norms-f_0032,char,,,1FMA,,1FMA
norms-f_0032,char,,,1FTC,,1FTC
norms-f_0032,act,1MFA,D,V>,,"{'init': '1MFA', 'code': 'V>', 'rec': 'D'}"
norms-f_0032,act,D,,E,,"{'init': 'D', 'code': 'E'}"
norms-f_0032,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-f_0032,act,D,,E,,"{'init': 'D', 'code': 'E'}"
norms-f_0032,act,D,,S,,"{'init': 'D', 'code': 'S'}"
norms-f_0032,mf,,,6,1FMA,"{'code': '6', 'char': '1FMA'}"
norms-f_0032,emot,,,SD,D,"{'code': 'SD', 'char': 'D'}"
norms-f_0032,set,,,IF,,IF
norms-f_0032,set,,,OF,,OF
norms-f_0032,obj,,,AR,,AR
norms-f_0032,obj,,,NA,,NA
norms-f_0032,obj,,,IR,,IR
norms-f_0032,obj,,,AR,,AR
norms-f_0032,obj,,,BH,,BH
norms-f_0032,obj,,,RG,,RG
norms-f_0032,mod,,,S-,,S-
norms-f_0033,char,,,1MSA,,1MSA
norms-f_0033,char,,,1MSA,,1MSA
norms-f_0033,agg,1MSA,1MSA,7=,,"{'init': '1MSA', 'code': '7=', 'rec': '1MSA'}"
norms-f_0033,act,D,,P,,"{'init': 'D', 'code': 'P'}"
norms-f_0033,act,D,,A,,"{'init': 'D', 'code': 'A'}"
norms-f_0033,act,D,,S,,"{'init': 'D', 'code': 'S'}"
norms-f_0033,act,1MSA,1MSA,P=,,"{'init': '1MSA', 'code': 'P=', 'rec': '1MSA'}"
norms-f_0033,act,D,1MSA + 1MSA,V>,,"{'init': 'D', 'code': 'V>', 'rec': '1MSA + 1MSA'}"
norms-f_0033,set,,,ID,,ID
norms-f_0033,obj,,,AR,,AR
norms-f_0033,obj,,,CL,,CL
norms-f_0033,obj,,,AD,,AD
norms-f_0033,obj,,,AR,,AR
norms-f_0033,obj,,,IW,,IW
norms-f_0033,obj,,,CL,,CL
norms-f_0033,mod,,,I-,,I-
norms-f_0034,char,,,1MKA,,1MKA
norms-f_0034,fri,1MKA,D,5>,,"{'init': '1MKA', 'code': '5>', 'rec': 'D'}"
norms-f_0034,act,1MKA,,L,,"{'init': '1MKA', 'code': 'L'}"
norms-f_0034,act,1MKA,D,V>,,"{'init': '1MKA', 'code': 'V>', 'rec': 'D'}"
norms-f_0034,act,D + 1MKA,,S,,"{'init': 'D + 1MKA', 'code': 'S'}"
norms-f_0034,set,,,AQ,,AQ
norms-f_0034,obj,,,NA,,NA
norms-f_0034,obj,,,RG,,RG
norms-f_0034,mod,,,S-,,S-
norms-f_0034,mod,,,C-,,C-
norms-f_0035,char,,,1FKA,,1FKA
norms-f_0035,char,,,2FOA,,2FOA
norms-f_0035,act,D,,C,,"{'init': 'D', 'code': 'C'}"
norms-f_0035,act,D,,P,,"{'init': 'D', 'code': 'P'}"
norms-f_0035,emot,,,CO,D,"{'code': 'CO', 'char': 'D'}"
norms-f_0035,set,,,AQ,,AQ
norms-f_0035,obj,,,CL,,CL
norms-f_0035,obj,,,CL,,CL
norms-f_0035,obj,,,BT,,BT
norms-f_0036,char,,,1FKA,,1FKA
norms-f_0036,char,,,1FKA,,1FKA
norms-f_0036,char,,,2IUA,,2IUA
norms-f_0036,char,,,1MKA,,1MKA
norms-f_0036,char,,,1IUB,,1IUB
norms-f_0036,act,1FKA,,V,,"{'init': '1FKA', 'code': 'V'}"
norms-f_0036,emot,,,HA,1FKA,"{'code': 'HA', 'char': '1FKA'}"
norms-f_0036,emot,,,HA,D,"{'code': 'HA', 'char': 'D'}"
norms-f_0036,set,,,IF,,IF
norms-f_0036,obj,,,AR,,AR
norms-f_0037,char,,,2JUA,,2JUA
norms-f_0037,char,,,1FKA,,1FKA
norms-f_0037,fri,D,1FKA,4>,,"{'init': 'D', 'code': '4>', 'rec': '1FKA'}"
norms-f_0037,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-f_0037,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-f_0037,act,D,,S,,"{'init': 'D', 'code': 'S'}"
norms-f_0037,act,D,1FKA,V>,,"{'init': 'D', 'code': 'V>', 'rec': '1FKA'}"
norms-f_0037,emot,,,CO,D,"{'code': 'CO', 'char': 'D'}"
norms-f_0037,set,,,IQ,,IQ
norms-f_0037,obj,,,AR,,AR
norms-f_0037,obj,,,AR,,AR
norms-f_0037,obj,,,AE,,AE
norms-f_0037,obj,,,RG,,RG
norms-f_0037,mod,,,S+,,S+
norms-f_0038,char,,,1MKA,,1MKA
norms-f_0038,char,,,1FKA,,1FKA
norms-f_0038,fri,D,1FKA,4>,,"{'init': 'D', 'code': '4>', 'rec': '1FKA'}"
norms-f_0038,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-f_0038,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-f_0038,act,D,,S,,"{'init': 'D', 'code': 'S'}"
norms-f_0038,act,D,1MKA,V>,,"{'init': 'D', 'code': 'V>', 'rec': '1MKA'}"
norms-f_0038,emot,,,CO,D,"{'code': 'CO', 'char': 'D'}"
norms-f_0038,set,,,IQ,,IQ
norms-f_0038,obj,,,AR,,AR
norms-f_0038,obj,,,AR,,AR
norms-f_0038,obj,,,AE,,AE
norms-f_0038,obj,,,RG,,RG
norms-f_0038,mod,,,S+,,S+
norms-f_0039,char,,,2FEA,,2FEA
norms-f_0039,char,,,1FUA,,1FUA
norms-f_0039,char,,,2MKA,,2MKA
norms-f_0039,agg,2FEA,D,3>,,"{'init': '2FEA', 'code': '3>', 'rec': 'D'}"
norms-f_0039,agg,D,2FEA,3R,,"{'init': 'D', 'code': '3R', 'rec': '2FEA'}"
norms-f_0039,act,D,,S,,"{'init': 'D', 'code': 'S'}"
norms-f_0039,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-f_0039,act,D,1FUA,V>,,"{'init': 'D', 'code': 'V>', 'rec': '1FUA'}"
norms-f_0039,act,1FUA,D,VR,,"{'init': '1FUA', 'code': 'VR', 'rec': 'D'}"
norms-f_0039,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-f_0039,act,D,,S,,"{'init': 'D', 'code': 'S'}"
norms-f_0039,emot,,,AN,D,"{'code': 'AN', 'char': 'D'}"
norms-f_0039,set,,,IU,,IU
norms-f_0039,obj,,,AR,,AR
norms-f_0039,obj,,,AR,,AR
norms-f_0039,mod,,,S+,,S+
norms-f_0039,mod,,,I+,,I+
norms-f_0039,mod,,,I+,,I+
norms-f_0040,char,,,2IOA,,2IOA
norms-f_0040,act,D,2IOA,V=,,"{'init': 'D', 'code': 'V=', 'rec': '2IOA'}"
norms-f_0040,act,D,,C,,"{'init': 'D', 'code': 'C'}"
norms-f_0040,set,,,IQ,,IQ
norms-f_0040,set,,,AF,,AF
norms-f_0040,set,,,IQ,,IQ
norms-f_0040,obj,,,AE,,AE
norms-f_0040,obj,,,AR,,AR
norms-f_0040,obj,,,CL,,CL
norms-f_0040,obj,,,RG,,RG
norms-f_0041,char,,,2FKA,,2FKA
norms-f_0041,char,,,1FKA,,1FKA
norms-f_0041,fri,D,1FKA,2>,,"{'init': 'D', 'code': '2>', 'rec': '1FKA'}"
norms-f_0041,act,D,,P,,"{'init': 'D', 'code': 'P'}"
norms-f_0041,act,D,,S,,"{'init': 'D', 'code': 'S'}"
norms-f_0041,act,D,1FKA,V>,,"{'init': 'D', 'code': 'V>', 'rec': '1FKA'}"
norms-f_0041,act,1FKA,D,VR,,"{'init': '1FKA', 'code': 'VR', 'rec': 'D'}"
norms-f_0041,emot,,,HA,D,"{'code': 'HA', 'char': 'D'}"
norms-f_0041,set,,,IQ,,IQ
norms-f_0041,obj,,,HH,,HH
norms-f_0041,obj,,,AR,,AR
norms-f_0041,obj,,,FO,,FO
norms-f_0041,mod,,,S+,,S+
norms-f_0041,mod,,,I+,,I+
norms-f_0041,mod,,,I+,,I+
norms-f_0042,char,,,1FKA,,1FKA
norms-f_0042,char,,,1FKA,,1FKA
norms-f_0042,char,,,1FKA,,1FKA
norms-f_0042,char,,,1MUA,,1MUA
norms-f_0042,char,,,2MKA,,2MKA
norms-f_0042,fri,D,1FKA,1>,,"{'init': 'D', 'code': '1>', 'rec': '1FKA'}"
norms-f_0042,fri,1FKA,1FKA,4>,,"{'init': '1FKA', 'code': '4>', 'rec': '1FKA'}"
norms-f_0042,fri,1FKA,1MUA,7=,,"{'init': '1FKA', 'code': '7=', 'rec': '1MUA'}"
norms-f_0042,fri,1FKA,D,6>,,"{'init': '1FKA', 'code': '6>', 'rec': 'D'}"
norms-f_0042,act,1FKA,,L,,"{'init': '1FKA', 'code': 'L'}"
norms-f_0042,act,D,,S,,"{'init': 'D', 'code': 'S'}"
norms-f_0042,act,1FKA,D,P>,,"{'init': '1FKA', 'code': 'P>', 'rec': 'D'}"
norms-f_0042,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-f_0042,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-f_0042,act,D + 1FKA,1FKA,V>,,"{'init': 'D + 1FKA', 'code': 'V>', 'rec': '1FKA'}"
norms-f_0042,emot,,,HA,D,"{'code': 'HA', 'char': 'D'}"
norms-f_0042,set,,,IF,,IF
norms-f_0042,obj,,,AR,,AR
norms-f_0042,obj,,,HH,,HH
norms-f_0042,obj,,,CL,,CL
norms-f_0042,obj,,,BE,,BE
norms-f_0042,obj,,,AR,,AR
norms-f_0042,obj,,,AR,,AR
norms-f_0042,mod,,,I+,,I+
norms-f_0042,mod,,,I+,,I+
norms-f_0042,mod,,,E+,,E+
norms-f_0042,mod,,,I+,,I+
norms-f_0043,char,,,1FKA,,1FKA
norms-f_0043,char,,,2FKA,,2FKA
norms-f_0043,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-f_0043,act,1FKA,,P,,"{'init': '1FKA', 'code': 'P'}"
norms-f_0043,act,1FKA,,S,,"{'init': '1FKA', 'code': 'S'}"
norms-f_0043,act,2FKA,1FKA,P>,,"{'init': '2FKA', 'code': 'P>', 'rec': '1FKA'}"
norms-f_0043,mf,,,6,1FKA,"{'code': '6', 'char': '1FKA'}"
norms-f_0043,emot,,,CO,D,"{'code': 'CO', 'char': 'D'}"
norms-f_0043,set,,,IF,,IF
norms-f_0043,obj,,,AR,,AR
norms-f_0043,mod,,,I+,,I+
norms-f_0044,char,,,2FKA,,2FKA
norms-f_0044,char,,,2JSA,,2JSA
norms-f_0044,char,,,1FKA,,1FKA
norms-f_0044,agg,D + 2FKA,2JSA,3>,,"{'init': 'D + 2FKA', 'code': '3>', 'rec': '2JSA'}"
norms-f_0044,emot,,,HA,D,"{'code': 'HA', 'char': 'D'}"
norms-f_0044,set,,,IU,,IU
norms-f_0044,obj,,,AR,,AR
norms-f_0044,obj,,,CL,,CL
norms-f_0044,obj,,,AD,,AD
norms-f_0044,obj,,,FO,,FO
norms-f_0044,mod,,,E+,,E+
norms-f_0044,mod,,,I+,,I+
norms-f_0045,char,,,1FUA,,1FUA
norms-f_0045,char,,,1FUA,,1FUA
norms-f_0045,char,,,2JKA,,2JKA
norms-f_0045,char,,,1MOA,,1MOA
norms-f_0045,char,,,2JXA,,2JXA
norms-f_0045,agg,D + 1FUA,1FUA,8>,,"{'init': 'D + 1FUA', 'code': '8>', 'rec': '1FUA'}"
norms-f_0045,act,D + 1FUA,,C,,"{'init': 'D + 1FUA', 'code': 'C'}"
norms-f_0045,act,D,,S,,"{'init': 'D', 'code': 'S'}"
norms-f_0045,act,D,1MOA,V>,,"{'init': 'D', 'code': 'V>', 'rec': '1MOA'}"
norms-f_0045,emot,,,AP,D,"{'code': 'AP', 'char': 'D'}"
norms-f_0045,set,,,IU,,IU
norms-f_0045,obj,,,AR,,AR
norms-f_0045,obj,,,CL,,CL
norms-f_0045,obj,,,ST,,ST
norms-f_0045,obj,,,BH,,BH
norms-f_0045,mod,,,C-,,C-
norms-f_0045,mod,,,E-,,E-
norms-f_0045,mod,,,I+,,I+
norms-f_0046,char,,,1FSA,,1FSA
norms-f_0046,char,,,1MSA,,1MSA
norms-f_0046,char,,,2JKC,,2JKC
norms-f_0046,sex,1FSA,1MSA,5=,,"{'init': '1FSA', 'code': '5=', 'rec': '1MSA'}"
norms-f_0046,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-f_0046,act,D,,P,,"{'init': 'D', 'code': 'P'}"
norms-f_0046,act,D,,S,,"{'init': 'D', 'code': 'S'}"
norms-f_0046,act,1FSA,1MSA,P=,,"{'init': '1FSA', 'code': 'P=', 'rec': '1MSA'}"
norms-f_0046,act,2JKC,,M,,"{'init': '2JKC', 'code': 'M'}"
norms-f_0046,act,2JKC,,S,,"{'init': '2JKC', 'code': 'S'}"
norms-f_0046,act,D,,C,,"{'init': 'D', 'code': 'C'}"
norms-f_0046,emot,,,AN,D,"{'code': 'AN', 'char': 'D'}"
norms-f_0046,set,,,OD,,OD
norms-f_0046,obj,,,AR,,AR
norms-f_0046,obj,,,AD,,AD
norms-f_0046,obj,,,AR,,AR
norms-f_0046,obj,,,HH,,HH
norms-f_0046,obj,,,BT,,BT
norms-f_0046,mod,,,A+,,A+
norms-f_0046,mod,,,L+,,L+
norms-f_0046,mod,,,E+,,E+
norms-f_0046,mod,,,E-,,E-
norms-f_0046,mod,,,E-,,E-
norms-f_0047,char,,,1MKA,,1MKA
norms-f_0047,agg,D,1MKA,3>,,"{'init': 'D', 'code': '3>', 'rec': '1MKA'}"
norms-f_0047,agg,D,1MKA,3>,,"{'init': 'D', 'code': '3>', 'rec': '1MKA'}"
norms-f_0047,agg,D,1MKA,3>,,"{'init': 'D', 'code': '3>', 'rec': '1MKA'}"
norms-f_0047,act,D + 1MKA,,L,,"{'init': 'D + 1MKA', 'code': 'L'}"
norms-f_0047,act,D,,S,,"{'init': 'D', 'code': 'S'}"
norms-f_0047,act,1MKA,,P,,"{'init': '1MKA', 'code': 'P'}"
norms-f_0047,act,D,,P,,"{'init': 'D', 'code': 'P'}"
norms-f_0047,act,D,,P,,"{'init': 'D', 'code': 'P'}"
norms-f_0047,act,D,,L,,"{'init': 'D', 'code': 'L'}"
norms-f_0047,mf,,,6,1MKA,"{'code': '6', 'char': '1MKA'}"
norms-f_0047,set,,,OQ,,OQ
norms-f_0047,obj,,,TR,,TR
norms-f_0047,obj,,,BT,,BT
norms-f_0047,obj,,,TR,,TR
norms-f_0047,obj,,,MS,,MS
norms-f_0047,mod,,,S+,,S+
norms-f_0047,mod,,,I-,,I-
norms-f_0048,char,,,1MKA,,1MKA
norms-f_0048,fri,D,1MKA,4>,,"{'init': 'D', 'code': '4>', 'rec': '1MKA'}"
norms-f_0048,act,D,,C,,"{'init': 'D', 'code': 'C'}"
norms-f_0048,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-f_0048,act,D,,S,,"{'init': 'D', 'code': 'S'}"
norms-f_0048,emot,,,AP,D,"{'code': 'AP', 'char': 'D'}"
norms-f_0048,emot,,,CO,D,"{'code': 'CO', 'char': 'D'}"
norms-f_0048,set,,,IU,,IU
norms-f_0048,obj,,,AR,,AR
norms-f_0048,obj,,,HH,,HH
norms-f_0048,obj,,,HH,,HH
norms-f_0048,obj,,,HH,,HH
norms-f_0048,obj,,,HH,,HH
norms-f_0048,obj,,,HH,,HH
norms-f_0048,obj,,,AR,,AR
norms-f_0048,obj,,,MO,,MO
norms-f_0048,mod,,,A-,,A-
norms-f_0048,mod,,,I+,,I+
norms-f_0048,mod,,,A-,,A-
norms-f_0049,char,,,1FKA,,1FKA
norms-f_0049,char,,,1MKA,,1MKA
norms-f_0049,fri,1MKA,1FKA,3>,,"{'init': '1MKA', 'code': '3>', 'rec': '1FKA'}"
norms-f_0049,sex,1FKA,1MKA,5>,,"{'init': '1FKA', 'code': '5>', 'rec': '1MKA'}"
norms-f_0049,act,1FKA,,M,,"{'init': '1FKA', 'code': 'M'}"
norms-f_0049,act,1MKA,,V,,"{'init': '1MKA', 'code': 'V'}"
norms-f_0049,emot,,,CO,D,"{'code': 'CO', 'char': 'D'}"
norms-f_0049,emot,,,HA,1FKA,"{'code': 'HA', 'char': '1FKA'}"
norms-f_0049,set,,,IF,,IF
norms-f_0049,obj,,,CL,,CL
norms-f_0049,obj,,,HH,,HH
norms-f_0049,obj,,,HH,,HH
norms-f_0049,mod,,,E-,,E-
norms-f_0050,char,,,1MKA,,1MKA
norms-f_0050,act,1MKA,,M,,"{'init': '1MKA', 'code': 'M'}"
norms-f_0050,act,D,,E,,"{'init': 'D', 'code': 'E'}"
norms-f_0050,act,D,,P,,"{'init': 'D', 'code': 'P'}"
norms-f_0050,act,D,,S,,"{'init': 'D', 'code': 'S'}"
norms-f_0050,set,,,IQ,,IQ
norms-f_0050,obj,,,CL,,CL
norms-f_0050,obj,,,CL,,CL
norms-f_0050,obj,,,AV,,AV
norms-f_0050,mod,,,I+,,I+
norms-f_0050,mod,,,T+,,T+
norms-f_0050,mod,,,I+,,I+
norms-f_0051,char,,,2JYA,,2JYA
norms-f_0051,char,,,1FKA,,1FKA
norms-f_0051,char,,,1FMA,,1FMA
norms-f_0051,char,,,1ANI,,1ANI
norms-f_0051,fri,D + 1FMA,1FKA,3>,,"{'init': 'D + 1FMA', 'code': '3>', 'rec': '1FKA'}"
norms-f_0051,act,D,,P,,"{'init': 'D', 'code': 'P'}"
norms-f_0051,act,1FKA,,M,,"{'init': '1FKA', 'code': 'M'}"
norms-f_0051,act,1FKA,,V,,"{'init': '1FKA', 'code': 'V'}"
norms-f_0051,act,1FMA,D,V>,,"{'init': '1FMA', 'code': 'V>', 'rec': 'D'}"
norms-f_0051,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-f_0051,act,D,,P,,"{'init': 'D', 'code': 'P'}"
norms-f_0051,act,1ANI,,M,,"{'init': '1ANI', 'code': 'M'}"
norms-f_0051,mf,,,4,1ANI,"{'code': '4', 'char': '1ANI'}"
norms-f_0051,set,,,IF,,IF
norms-f_0051,obj,,,AR,,AR
norms-f_0051,obj,,,CL,,CL
norms-f_0051,obj,,,AR,,AR
norms-f_0051,obj,,,AR,,AR
norms-f_0051,obj,,,HH,,HH
norms-f_0051,obj,,,AD,,AD
norms-f_0051,obj,,,BH,,BH
norms-f_0051,obj,,,BH,,BH
norms-f_0051,obj,,,FO,,FO
norms-f_0051,mod,,,A+,,A+
norms-f_0052,char,,,1MKA,,1MKA
norms-f_0052,char,,,1MKA,,1MKA
norms-f_0052,char,,,1MFA,,1MFA
norms-f_0052,char,,,1MPA,,1MPA
norms-f_0052,agg,D,1MKA,2=,,"{'init': 'D', 'code': '2=', 'rec': '1MKA'}"
norms-f_0052,act,D + 1MKA,,M,,"{'init': 'D + 1MKA', 'code': 'M'}"
norms-f_0052,act,D,,P,,"{'init': 'D', 'code': 'P'}"
norms-f_0052,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-f_0052,act,D,1MKA,V=,,"{'init': 'D', 'code': 'V=', 'rec': '1MKA'}"
norms-f_0052,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-f_0052,act,D,1MFA,V=,,"{'init': 'D', 'code': 'V=', 'rec': '1MFA'}"
norms-f_0052,set,,,IQ,,IQ
norms-f_0052,set,,,IF,,IF
norms-f_0052,obj,,,AE,,AE
norms-f_0052,obj,,,CL,,CL
norms-f_0052,obj,,,AD,,AD
norms-f_0052,obj,,,AR,,AR
norms-f_0052,obj,,,AR,,AR
norms-f_0052,obj,,,RG,,RG
norms-f_0052,obj,,,FO,,FO
norms-f_0052,mod,,,E+,,E+
norms-f_0052,mod,,,E+,,E+
norms-f_0052,mod,,,S+,,S+
norms-f_0052,mod,,,L-,,L-
norms-f_0052,mod,,,S+,,S+
norms-f_0052,mod,,,E+,,E+
norms-f_0052,mod,,,S+,,S+
norms-f_0052,mod,,,I+,,I+
norms-f_0053,char,,,1FUA,,1FUA
norms-f_0053,char,,,1MKA,,1MKA
norms-f_0053,char,,,2MSC,,2MSC
norms-f_0053,char,,,2JUC,,2JUC
norms-f_0053,agg,1MKA,D,1>,,"{'init': '1MKA', 'code': '1>', 'rec': 'D'}"
norms-f_0053,act,2MSC,,S,,"{'init': '2MSC', 'code': 'S'}"
norms-f_0053,act,D,1FUA,V=,,"{'init': 'D', 'code': 'V=', 'rec': '1FUA'}"
norms-f_0053,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-f_0053,emot,,,AN,1MKA,"{'code': 'AN', 'char': '1MKA'}"
norms-f_0053,set,,,IF,,IF
norms-f_0053,set,,,IF,,IF
norms-f_0053,obj,,,AE,,AE
norms-f_0053,obj,,,CM,,CM
norms-f_0053,obj,,,HH,,HH
norms-f_0053,obj,,,AV,,AV
norms-f_0053,obj,,,HH,,HH
norms-f_0053,obj,,,AD,,AD
norms-f_0053,mod,,,A-,,A-
norms-f_0053,mod,,,E-,,E-
norms-f_0054,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-f_0054,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-f_0054,set,,,IF,,IF
norms-f_0054,set,,,OF,,OF
norms-f_0054,obj,,,AD,,AD
norms-f_0054,obj,,,AM,,AM
norms-f_0054,obj,,,AD,,AD
norms-f_0054,obj,,,NA,,NA
norms-f_0055,char,,,1FKA,,1FKA
norms-f_0055,char,,,1MOA,,1MOA
norms-f_0055,char,,,2JOA,,2JOA
norms-f_0055,char,,,3MSA,,3MSA
norms-f_0055,fri,1MOA,D + 1FKA,4>,,"{'init': '1MOA', 'code': '4>', 'rec': 'D + 1FKA'}"
norms-f_0055,act,D + 1FKA,3MSA,P>,,"{'init': 'D + 1FKA', 'code': 'P>', 'rec': '3MSA'}"
norms-f_0055,act,1MOA,,M,,"{'init': '1MOA', 'code': 'M'}"
norms-f_0055,act,1MOA,,P,,"{'init': '1MOA', 'code': 'P'}"
norms-f_0055,act,D + 1FKA,3MSA,P>,,"{'init': 'D + 1FKA', 'code': 'P>', 'rec': '3MSA'}"
norms-f_0055,act,D + 1FKA,,S,,"{'init': 'D + 1FKA', 'code': 'S'}"
norms-f_0055,act,D + 1FKA,,E,,"{'init': 'D + 1FKA', 'code': 'E'}"
norms-f_0055,fail,,,,D + 1FKA,{'char': 'D + 1FKA'}
norms-f_0055,emot,,,AP,D,"{'code': 'AP', 'char': 'D'}"
norms-f_0055,emot,,,CO,D,"{'code': 'CO', 'char': 'D'}"
norms-f_0055,set,,,IF,,IF
norms-f_0055,obj,,,AV,,AV
norms-f_0055,obj,,,BT,,BT
norms-f_0055,obj,,,BA,,BA
norms-f_0055,obj,,,BA,,BA
